dataset,top_n,gene_mode,modality,acc_mean,acc_std,f1_mean,f1_std,auroc_mean,auroc_std,topk_mean,topk_std
LINCS,50,wilcoxon_union,Early Fusion,0.2738839637966427,0.11512808580783306,0.2827224244095407,0.11138983988435595,0.679687768514237,0.06835882261763317,0.3890535860070373,0.08845765301697764
LINCS,50,wilcoxon_union,GE,0.2924077174548324,0.0803782867839362,0.2719577888141681,0.0968595412338009,0.7213973470333811,0.03975362259668744,0.432509314076236,0.06611779434681612
LINCS,50,wilcoxon_union,Late Fusion,0.26936014536148034,0.10825057350756176,0.2497575809030777,0.1157966097604184,0.6821811670802124,0.0648859041258252,0.3861151178266051,0.10196537417895477
LINCS,75,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
LINCS,75,random,Early Fusion,0.25612302883094745,0.10029761454233807,0.23688949924575273,0.0970101217154487,0.6631138665526812,0.057934413489501096,0.36764833300745053,0.09502698007415478
LINCS,75,random,GE,0.2295754551836585,0.08873713766666207,0.22199186940632626,0.08826626510552557,0.6560820745682222,0.047140698584666664,0.35895536480313217,0.08674015974254116
LINCS,75,random,Late Fusion,0.24988857064259645,0.09231072246916625,0.23067291695024303,0.09369764193120089,0.6577797930999215,0.05355659547059997,0.3601487337011991,0.08778090223622502
LINCS,75,ranked,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,75,ranked,Early Fusion,0.2512882168599853,0.11440347304743091,0.24479122630920824,0.1163521069125514,0.6668152950630842,0.07208392532895228,0.3886801425413068,0.11199732068802666
LINCS,75,ranked,GE,0.2510187062489045,0.08686356350983693,0.2617585175593081,0.10452537910381532,0.6898639785161266,0.03731453252985714,0.3908144740882341,0.09385624209405684
LINCS,75,ranked,Late Fusion,0.25298270099641995,0.08496925958712905,0.2342778446194808,0.0938459998619456,0.6625190349656308,0.06392372430657058,0.3633483044061306,0.09223955781077009
LINCS,75,wilcoxon_union,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,75,wilcoxon_union,Early Fusion,0.27004902293770805,0.1157406213211539,0.2504334665678629,0.12373439297194357,0.6756576535455192,0.08001832430726348,0.3995087809870572,0.11522074744802845
LINCS,75,wilcoxon_union,GE,0.2726241280415652,0.08847465457928767,0.2696657760117482,0.1034137010998388,0.6991449923508148,0.04720474467638248,0.42428252465565197,0.07429883516259812
LINCS,75,wilcoxon_union,Late Fusion,0.268381332892548,0.08917108003684701,0.26437402984604486,0.08847145639347566,0.6720464436552195,0.0626252537932208,0.3921763182580135,0.09461570981858336
LINCS,978,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
